zip code tabulation area,year,med_income,med_home_val,med_rent,perc_white,med_age,perc_employed,perc_hs_grad,med_income_change,med_home_val_change,med_rent_change,perc_white_change,med_age_change,perc_employed_change
61201.0,2012,42771.0,98800.0,635.0,28842.0,37.1,17768.0,0.25967071611253195,0.0,0.0,0.0,0.0,0.0,0.0
61232.0,2012,67212.0,119100.0,1278.0,1446.0,43.3,783.0,0.2858565737051793,0.0,0.0,0.0,0.0,0.0,0.0
61242.0,2012,61544.0,147700.0,628.0,1071.0,49.3,601.0,0.32177033492822965,0.0,0.0,0.0,0.0,0.0,0.0
61254.0,2012,67223.0,160400.0,771.0,10929.0,42.6,5535.0,0.2811315988886082,0.0,0.0,0.0,0.0,0.0,0.0
61261.0,2012,52888.0,84500.0,843.0,987.0,40.0,511.0,0.35446685878962536,0.0,0.0,0.0,0.0,0.0,0.0
61239.0,2012,29414.0,80700.0,682.0,877.0,28.4,526.0,0.3707533234859675,0.0,0.0,0.0,0.0,0.0,0.0
61252.0,2012,51809.0,112400.0,584.0,5134.0,45.9,2692.0,0.35148514851485146,0.0,0.0,0.0,0.0,0.0,0.0
61259.0,2012,64338.0,159900.0,713.0,836.0,43.3,474.0,0.3487261146496815,0.0,0.0,0.0,0.0,0.0,0.0
61315.0,2012,47083.0,62200.0,658.0,267.0,44.4,153.0,0.41013824884792627,0.0,0.0,0.0,0.0,0.0,0.0
61317.0,2012,59000.0,81000.0,725.0,338.0,45.3,199.0,0.35984848484848486,0.0,0.0,0.0,0.0,0.0,0.0
61321.0,2012,53125.0,75500.0,711.0,256.0,29.8,144.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0
61324.0,2012,36615.0,75500.0,711.0,52.0,54.2,45.0,0.18421052631578946,0.0,0.0,0.0,0.0,0.0,0.0
61326.0,2012,45762.0,107800.0,537.0,2174.0,42.9,1039.0,0.3265807243707796,0.0,0.0,0.0,0.0,0.0,0.0
61330.0,2012,58813.0,104600.0,854.0,1406.0,42.4,856.0,0.3995837669094693,0.0,0.0,0.0,0.0,0.0,0.0
61331.0,2012,58813.0,104600.0,854.0,1406.0,42.4,856.0,,0.0,0.0,0.0,0.0,0.0,0.0
61348.0,2012,58565.0,114300.0,703.0,4271.0,40.7,2293.0,0.3160883280757098,0.0,0.0,0.0,0.0,0.0,0.0
61356.0,2012,47376.0,127100.0,587.0,10853.0,46.6,5327.0,0.3469212877953238,0.0,0.0,0.0,0.0,0.0,0.0
61361.0,2012,46450.0,89900.0,702.0,1771.0,38.6,716.0,0.405607476635514,0.0,0.0,0.0,0.0,0.0,0.0
61369.0,2012,44125.0,93400.0,534.0,1467.0,45.3,718.0,0.3782426778242678,0.0,0.0,0.0,0.0,0.0,0.0
61413.0,2012,50893.0,95300.0,628.0,800.0,54.6,356.0,0.3799682034976153,0.0,0.0,0.0,0.0,0.0,0.0
61436.0,2012,50313.0,102900.0,560.0,1022.0,44.6,402.0,0.36643356643356645,0.0,0.0,0.0,0.0,0.0,0.0
61437.0,2012,57500.0,88100.0,565.0,922.0,44.6,535.0,0.32722143864598024,0.0,0.0,0.0,0.0,0.0,0.0
61447.0,2012,41083.0,70300.0,708.0,920.0,45.3,467.0,0.38212634822804314,0.0,0.0,0.0,0.0,0.0,0.0
61454.0,2012,46688.0,62500.0,592.0,530.0,53.0,229.0,0.46265060240963857,0.0,0.0,0.0,0.0,0.0,0.0
61455.0,2012,31540.0,103100.0,692.0,19447.0,23.8,9859.0,0.184972206248802,0.0,0.0,0.0,0.0,0.0,0.0
61458.0,2012,70250.0,87300.0,625.0,976.0,42.9,495.0,0.355359765051395,0.0,0.0,0.0,0.0,0.0,0.0
61484.0,2012,42788.0,55200.0,703.0,935.0,38.6,487.0,0.39660056657223797,0.0,0.0,0.0,0.0,0.0,0.0
61051.0,2012,50563.0,97000.0,556.0,1616.0,41.0,815.0,0.4290627687016337,0.0,0.0,0.0,0.0,0.0,0.0
61071.0,2012,40079.0,87400.0,621.0,13473.0,43.1,6441.0,0.31782713085234093,0.0,0.0,0.0,0.0,0.0,0.0
61102.0,2012,31701.0,77600.0,682.0,10802.0,34.2,6959.0,0.27798013245033115,0.0,0.0,0.0,0.0,0.0,0.0
61104.0,2012,23994.0,75000.0,642.0,11539.0,31.0,6576.0,0.28874124618423413,0.0,0.0,0.0,0.0,0.0,0.0
61108.0,2012,47067.0,116000.0,701.0,24498.0,39.7,13097.0,0.27903633569622766,0.0,0.0,0.0,0.0,0.0,0.0
61109.0,2012,41315.0,117300.0,667.0,22612.0,36.8,12869.0,0.321850029105149,0.0,0.0,0.0,0.0,0.0,0.0
61111.0,2012,50828.0,121400.0,794.0,21697.0,37.8,11580.0,0.2682342829076621,0.0,0.0,0.0,0.0,0.0,0.0
61115.0,2012,54818.0,120600.0,835.0,21736.0,39.2,11513.0,0.33874107722258273,0.0,0.0,0.0,0.0,0.0,0.0
61243.0,2012,68056.0,87900.0,733.0,319.0,51.3,187.0,0.29133858267716534,0.0,0.0,0.0,0.0,0.0,0.0
61270.0,2012,51080.0,108300.0,625.0,6813.0,41.9,3178.0,0.3670449939197406,0.0,0.0,0.0,0.0,0.0,0.0
61032.0,2012,41213.0,89700.0,611.0,25770.0,43.6,13844.0,0.2740011790848488,0.0,0.0,0.0,0.0,0.0,0.0
61037.0,2012,66635.0,115400.0,611.0,249.0,42.6,96.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
61050.0,2012,46442.0,89700.0,496.0,308.0,41.8,152.0,0.6682464454976303,0.0,0.0,0.0,0.0,0.0,0.0
61052.0,2012,62609.0,179500.0,924.0,1017.0,39.9,482.0,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0
61060.0,2012,53352.0,105700.0,496.0,1462.0,39.3,831.0,0.3910840932117528,0.0,0.0,0.0,0.0,0.0,0.0
61064.0,2012,53266.0,103200.0,684.0,3670.0,42.9,1729.0,0.38777819690682763,0.0,0.0,0.0,0.0,0.0,0.0
61077.0,2012,60455.0,103200.0,667.0,64.0,26.7,43.0,0.3888888888888889,0.0,0.0,0.0,0.0,0.0,0.0
61085.0,2012,42639.0,106300.0,562.0,3327.0,44.5,1489.0,0.3470790378006873,0.0,0.0,0.0,0.0,0.0,0.0
61240.0,2012,70472.0,163400.0,799.0,5929.0,44.0,2992.0,0.2652733118971061,0.0,0.0,0.0,0.0,0.0,0.0
61256.0,2012,66447.0,152100.0,608.0,1867.0,41.8,894.0,0.27837116154873165,0.0,0.0,0.0,0.0,0.0,0.0
61274.0,2012,70875.0,109700.0,894.0,400.0,38.3,249.0,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0
61310.0,2012,48817.0,130000.0,592.0,4096.0,45.2,1979.0,0.3740536820371645,0.0,0.0,0.0,0.0,0.0,0.0
61311.0,2012,41250.0,151300.0,592.0,132.0,58.3,40.0,0.6915887850467289,0.0,0.0,0.0,0.0,0.0,0.0
