zip code tabulation area,year,med_income,med_home_val,med_rent,perc_white,med_age,perc_employed,perc_hs_grad,med_income_change,med_home_val_change,med_rent_change,med_age_change,perc_white_change,perc_hs_grad_change,perc_employed_change
60305,2014,108563,569000,1275,0.836678262,42.4,0.959022556,0.063025809,3.34808555,1.347359736,0.818830243,0.191011236,0.783921394,-0.124170016,0.209575195
60423,2014,95520,288500,1188,0.903729889,40.5,0.921644832,0.20832054,-0.399044965,-0.63290495,-0.225048924,-0.028776978,0.015054917,0.122564594,-0.004246968
60429,2014,48668,121700,1326,0.128032516,38,0.799439552,0.259046866,-0.347377737,-0.63833581,0.351681957,-0.118329466,-0.781658415,0.062072292,-0.117740951
60461,2014,91005,236000,2001,0.247957516,53.4,0.882449651,0.107098069,1.254887386,1.118491921,1.198901099,0.491620112,0.010739087,-0.15032515,0.092375983
60462,2014,78362,260600,1037,0.874209165,45.2,0.923848715,0.235460692,2.004677914,2.084023669,0.182440137,0.361445783,0.76716741,-0.097795149,0.199901832
60466,2014,48644,82800,1023,0.311602502,35.7,0.809711286,0.223484591,-0.319911641,-0.594316512,0.083686441,-0.040322581,-0.564322897,-0.075817709,-0.076407227
60471,2014,54653,152000,988,0.142877523,38.8,0.83755702,0.177805934,-0.047541869,-0.246405553,0.008163265,-0.060532688,-0.726235465,-0.10716673,-0.049237968
60472,2014,22781,75300,775,0.037128713,43.7,0.794586757,0.310654314,-0.748678912,-0.813659985,-0.573002755,0.332317073,-0.748455171,0.266358913,-0.127261459
60201,2014,67570,424500,1309,0.69587098,30.7,0.920032659,0.085583781,-0.109573697,0.081528662,0.083609272,0.006557377,-0.17395924,0.039386663,-0.034257308
60402,2014,53129,171300,900,0.685616907,34.5,0.880033457,0.264175164,0.07155967,-0.390391459,-0.091826438,-0.017094017,0.168255534,0.10761347,-0.013808685
60406,2014,38678,119400,833,0.464659839,33.5,0.849312905,0.291650854,-0.303776506,-0.483564014,-0.066143498,-0.143222506,-0.266141809,-0.000573268,-0.029389789
60419,2014,46231,99900,1122,0.064384642,35.9,0.757334451,0.252447263,-0.010572499,-0.636065574,0.125376128,-0.255186722,-0.69470672,-0.028146008,-0.161736176
60438,2014,49836,134500,953,0.577341672,40.8,0.867795527,0.299766876,0.128098332,-0.144402036,0.13452381,0.446808511,0.161835139,-0.015767936,0.011606453
60443,2014,61238,157200,1136,0.233425739,40.3,0.851890034,0.246272777,-0.108746907,-0.465306122,0.171134021,0.025445293,-0.510258065,0.024188058,-0.072472525
60445,2014,59613,155400,896,0.832899472,39.7,0.875817448,0.305322282,-0.182700613,-0.395565928,-0.252710592,-0.057007126,0.060038854,0.079910903,-0.045423292
60457,2014,57880,212800,890,0.902387193,36.9,0.883644796,0.286513426,-0.2421207,-0.435992579,-0.51577802,-0.319188192,-0.02477877,0.069336986,-0.006907946
60610,2014,75700,394900,1331,0.737513643,33.7,0.937022603,0.075322742,0.503893833,1.493055556,0.528128588,-0.005899705,-0.089126906,-0.200020147,0.050419429
60622,2014,71019,409200,1183,0.73935576,31.2,0.931715668,0.091297899,-0.2288004,0.128827586,0.167818361,-0.251798561,-0.201792792,-0.124497,0.033349754
60660,2014,40835,211100,881,0.659449009,36.8,0.898944433,0.146968609,-0.219186202,0.216714697,-0.021111111,-0.031578947,-0.189966643,-0.16934723,0.028822557
60706,2014,51420,249400,966,0.928629778,46.7,0.922002033,0.326883444,0.191988502,1.073150457,0.131147541,0.275956284,0.248931911,0.010196099,0.060605935
60712,2014,95680,365600,1603,0.649253142,46.7,0.942366845,0.144440749,0.563705302,0.355580274,0.69092827,0.265582656,-0.134520467,-0.082303437,0.020235213
60415,2014,47037,156900,899,0.816060733,32.9,0.887276056,0.286997389,-0.205080105,-0.32253886,-0.209322779,-0.091160221,0.112536385,0.045780202,-0.023797087
60439,2014,90264,353400,1052,0.937222629,41.9,0.91657502,0.203116983,0.996637763,0.878787879,0.210586881,0.373770492,0.450047171,-0.104435521,0.04553841
60455,2014,51169,167600,894,0.863768116,37.8,0.887806129,0.349351498,-0.605028136,-0.732482043,-0.43165925,-0.136986301,0.017941506,0.3040524,-0.070072562
60475,2014,41526,110700,850,0.668351036,37.1,0.871258713,0.333384216,-0.309706269,-0.257545272,-0.40098661,-0.060759494,0.571768217,0.130069495,0.043430658
60070,2014,61756,252600,953,0.776086821,37,0.931983323,0.226211033,0.27494942,0.428733032,0.155151515,0.233333333,0.049181218,-0.07598599,0.060357026
60008,2014,61645,218500,1164,0.730381216,36.6,0.904956035,0.236351959,-0.151514734,-0.089962516,0.20997921,-0.063938619,-0.192019416,0.012004661,-0.010359624
60160,2014,45548,173800,876,0.517858538,31.1,0.886181986,0.287518817,-0.341772884,-0.467687596,-0.112462006,-0.210659898,-0.381619748,0.1087442,-0.031378243
60091,2014,126471,609200,1779,0.842347778,43.8,0.956335755,0.047669315,1.503285697,2.391982183,1.001124859,0.347692308,0.109940437,-0.304598409,0.082940788
60602,2014,73971,315700,1944,0.785164451,25.9,0.993464052,0.047669315,0.309151726,0.645127671,0.951807229,-0.288461538,-0.042505869,-0.307286603,0.103225117
60076,2014,71677,283900,1180,0.628525211,43,0.899314677,0.153214072,0.294673338,0.334743771,0.251325557,-0.042316258,-0.245101476,-0.124071138,2.51E-05
60090,2014,57543,178000,1054,0.673085039,36.3,0.932486453,0.229264623,0.197016975,0.394984326,0.047713718,0.201986755,0.055501526,-0.073597527,0.088591
60126,2014,94148,364700,1380,0.892339235,39.9,0.922070196,0.129784571,0.092014151,-0.254649499,0.054239878,0.338926174,0.016309804,0.091658048,-0.025303905
60155,2014,53500,154800,845,0.260475651,43.1,0.833837561,0.354349699,0.369863014,-0.335337055,-0.108649789,0.271386431,-0.009569753,0.232141749,-0.013566523
60067,2014,88349,342500,1183,0.798188131,42.1,0.946453308,0.146556132,1.525917031,1.242960052,0.39504717,0.068527919,0.789331349,-0.077268144,0.185171231
60025,2014,86417,400500,1190,0.812800856,43.9,0.932222832,0.146358116,3.420759157,2.516242318,0.414982164,0.389240506,0.799143393,-0.129633938,0.273279215
60062,2014,102594,497000,1660,0.823182711,47.6,0.946665253,0.11041558,2.893214936,3.984954865,0.89281642,0.47826087,0.798256613,-0.21215693,0.301345646
60074,2014,63214,218800,1078,0.684670597,34.5,0.900615775,0.206493709,0.633141292,0.058027079,0.162891046,0.138613861,0.393581338,-0.061555518,0.057006651
60104,2014,50667,126600,991,0.117237042,36.8,0.848023426,0.308200734,-0.180132365,-0.293920803,0.084245077,-0.125890736,-0.133611789,0.099513992,-0.000402903
60153,2014,43809,141100,885,0.132880739,35.3,0.812980728,0.267790381,-0.15222061,-0.576276276,-0.117647059,0.117088608,-0.639971716,0.049463353,-0.106120264
60601,2014,101250,482700,1821,0.696805581,37.7,0.945292449,0.063041065,0.267335903,0.450856628,0.568475452,-0.098086124,-0.16993982,-0.107496539,0.005581456
60608,2014,35112,226100,796,0.464383423,31.3,0.848141734,0.232540292,-0.845491749,-0.773900226,-0.602198901,-0.245783133,-0.507619449,0.203325441,-0.123021056
60620,2014,32557,128900,879,0.011959893,38.6,0.73779871,0.286662299,-0.801140979,-0.850585372,-0.38185654,-0.128668172,-0.904242106,0.226221842,-0.216229782
60634,2014,55324,232700,955,0.79135382,38.8,0.889271801,0.3050582,0.083615709,0.009106678,0.009513742,-0.007672634,0.252978944,0.127635828,0.007219948
60637,2014,26997,174800,868,0.160119547,30.7,0.783977389,0.190146376,-0.628927619,-0.04271632,-0.12145749,-0.251219512,-0.373037827,0.030275362,-0.112712158
60644,2014,26299,164000,873,0.029849844,31.5,0.755087284,0.31923495,-0.755173666,-0.745262504,-0.563718141,0.206896552,-0.623211381,0.299010231,-0.17771904
60605,2014,82777,347400,1700,0.589174185,33.3,0.949845375,0.051143732,0.13234932,0.144645799,0.193820225,-0.261640798,-0.045031719,-0.160196475,0.034158099
60606,2014,107819,338900,1895,0.822887324,30.7,0.982142857,0.010928962,0.196579584,-0.412956868,0.26671123,-0.322295806,0.041215971,-0.131432858,0.03415125
60623,2014,29075,148100,779,0.483047953,28.1,0.822189869,0.244042102,-0.577791008,-0.315935335,-0.245155039,-0.185507246,-0.079072682,0.053318218,-0.090166094
60629,2014,40095,149000,883,0.348421483,29.8,0.823382108,0.288892604,0.008958454,0.399061033,-0.257983193,-0.219895288,0.191557164,-0.022860384,0.038580972
60633,2014,43452,128300,874,0.685112897,37.6,0.862751851,0.311349869,-0.530695122,-0.51965556,-0.166825548,-0.007915567,-0.176726998,0.072084682,-0.068380724
60638,2014,62927,202800,924,0.74457861,37.5,0.890107349,0.322108949,0.237697179,0.146410401,-0.008583691,0.016260163,-0.080379041,0.009157781,-0.006007961
60640,2014,46423,270600,877,0.62439047,37.8,0.903138356,0.125863276,-0.421599532,-0.204117647,-0.39265928,0.235294118,0.045413785,0.062891698,-0.014188465
60649,2014,27723,162000,834,0.028428575,38.1,0.790523127,0.202008561,-0.175646744,-0.053738318,0.058375635,0.253289474,-0.446425264,-0.075778347,0.00973656
60655,2014,86598,234000,1033,0.881735779,37.9,0.914556962,0.222289289,0.5300811,-0.234042553,0.085084034,0.134730539,0.299396544,0.084417571,0.011118224
60478,2014,60148,133500,1335,0.123173156,39.8,0.827688299,0.186319104,-0.202482133,-0.642570281,0.539792388,-0.067915691,-0.708959358,0.019110581,-0.088777279
60501,2014,48395,161600,852,0.752067496,30.2,0.860911271,0.284343296,-0.259222409,-0.047169811,-0.228959276,-0.134670487,0.46147785,0.032168073,-0.013945531
60513,2014,76819,237800,971,0.903251221,38.2,0.932615326,0.195410186,0.138514665,-0.113348248,-0.028028028,-0.12183908,0.090370404,-0.045368419,0.005420247
60526,2014,69974,316700,1061,0.928744582,41.2,0.924503695,0.167229178,0.066855723,-0.266218721,-0.158604282,0.329032258,0.229550543,0.078270036,0.00528045
60534,2014,51000,165500,977,0.851267606,35.9,0.914616756,0.32861991,-0.044979589,-0.099564744,0.079558011,0.074850299,0.166060154,0.062938796,0.042790843
60607,2014,81042,338400,1536,0.6082848,30.3,0.930896172,0.056738807,0.982678899,1.613127413,0.855072464,-0.070552147,0.130209399,-0.226666366,0.090723894
60609,2014,32379,163700,791,0.477621985,30.7,0.775141204,0.29615332,-0.325606098,0.403945111,-0.26827012,-0.091715976,0.42130725,0.04664781,0.002242938
60625,2014,57252,302900,976,0.617845418,33.4,0.910939706,0.149579525,0.12388842,1.202909091,0.046087889,-0.177339901,0.022287549,-0.159134717,0.039484006
60646,2014,72086,366500,860,0.837205203,43.8,0.918131162,0.18191217,0.119625994,1.248466258,-0.223125565,0.078817734,0.619945588,-0.059125532,0.076210993
60652,2014,63905,160200,1043,0.294376078,35.4,0.869890511,0.256592101,0.086579498,0.00125,0.173228346,-0.096938776,-0.544109269,-0.051766688,-0.013816084
60007,2014,68559,262900,1020,0.818592965,43.4,0.937321493,0.230913617,0.264133201,0.150043745,0.163055872,0.192307692,-0.055980711,-0.076762902,0.050068654
60661,2014,92521,333000,1702,0.640642679,30.8,0.936999016,0.03562912,0.273762322,-0.160363086,0.345454545,-0.102040816,-0.080833831,-0.045664586,0.00036643
60827,2014,32747,94600,786,0.055227304,31.4,0.755904925,0.298219932,-0.524875586,-0.77038835,-0.315926893,0.009646302,-0.684233191,0.205434351,-0.176227273
60631,2014,74186,315100,1177,0.931594928,44.5,0.930977702,0.225880006,0.903669489,0.45812124,0.379835873,0.229281768,0.29871333,0.087784613,0.038556303
60005,2014,71352,283500,1092,0.829952071,40.9,0.916179572,0.216553236,0.446568677,0.095863935,0.136316337,-0.110869565,-0.093600583,-0.122964282,0.009847454
60015,2014,130140,490200,1552,0.93157491,42.7,0.939532309,0.09595427,0.363579212,0.326298701,-0.090269637,-0.106694561,0.263031574,-0.049865053,-0.012597975
60018,2014,54817,226900,900,0.696558377,38.2,0.918026493,0.28335104,-0.314419,-0.303346638,-0.394754539,0.179012346,-0.025246135,0.137531717,-0.075906773
60068,2014,87626,388900,1181,0.931460105,45.4,0.944727846,0.159002876,0.268710093,0.325042589,0.038698329,0.034168565,0.275120879,-0.00234517,0.052061755
60527,2014,75863,390000,1179,0.718067108,43.4,0.935342247,0.167395127,0.297557555,1.01863354,0.152492669,0.169811321,-0.00045769,-0.060590579,0.007162225
60642,2014,70188,366500,1292,0.730725624,31.5,0.908419498,0.092471413,0.116274631,0.901920083,0.109012876,0.019417476,0.159334547,0.014119504,-0.030749642
60656,2014,55831,248100,1049,0.852915729,40,0.909709735,0.269996209,-0.107860213,0.396959459,0.094989562,0.012658228,0.389711437,0.053264036,0.032546519
60141,2014,55831,248100,1049,0.458598726,69.7,1,0.426751592,0.204448376,0.269053708,0.205747126,0.868632708,-0.388100303,0.128193377,0.102895553
60546,2014,70270,278500,887,0.894479604,41.8,0.914110429,0.211759425,-0.040826634,0.243303571,-0.327520849,0.114666667,0.212509325,-0.004804648,-0.006779558
60628,2014,37038,122100,954,0.036569843,38.1,0.742794539,0.247722772,-0.673147012,-0.785375286,-0.09487666,-0.079710145,-0.81060891,0.188522057,-0.202725582
60480,2014,71968,296500,934,0.889980732,46.3,0.906830239,0.272727273,-0.247723876,0.013328776,-0.129543336,0.154613466,-0.013426293,0.066162767,-0.025637294
60641,2014,48786,254700,903,0.635247033,35.7,0.890624622,0.250847319,0.006166601,1.027866242,-0.331111111,-0.037735849,0.496236662,-0.006470115,0.107733375
60172,2014,77453,245000,1165,0.824741851,39,0.925275931,0.210298364,-0.106098377,-0.004874086,-0.417791104,-0.248554913,0.51556208,0.093001626,0.014466231
60176,2014,45646,191400,870,0.743624388,37.9,0.886593341,0.281027437,-0.413139625,-0.27963869,-0.166666667,-0.168859649,-0.144754778,0.017691639,-0.026169853
60203,2014,105357,393400,1481,0.780493274,43.5,0.930871619,0.092763158,1.169669886,3.337375965,0.545929019,0.215083799,0.483762343,-0.132577329,0.101488147
60301,2014,68278,174900,1530,0.586936523,44.8,0.930504755,0.087056128,0.305906205,0.076307692,0.613924051,0.12,0.434826894,-0.106678155,0.078963072
60302,2014,75019,381600,978,0.669944301,40.1,0.912708322,0.067498682,2.482452883,4.191836735,0.204433498,-0.071759259,0.613788377,-0.228839991,0.192630159
60304,2014,86438,345500,1070,0.6804322,37.6,0.926634606,0.081459954,-0.073627127,-0.053683922,-0.167315175,-0.064676617,-0.219675443,-0.054485361,0.003177402
60803,2014,51553,160700,921,0.728632943,33.8,0.871939433,0.298739807,-0.002650416,0.009422111,0.116363636,-0.217592593,0.51251896,-0.03550303,0.037057872
60164,2014,59122,168000,847,0.653834074,34.7,0.920501374,0.27573742,-0.358847005,-0.532554257,-0.265394623,-0.165865385,-0.171705588,0.126652723,-0.025025933
60173,2014,68017,273800,1226,0.587215064,31.3,0.958892201,0.11733303,-0.189443955,-0.326113709,0.052360515,-0.290249433,-0.235993356,-0.041802673,0.03270573
60422,2014,98708,239800,1689,0.482807709,46.3,0.916295637,0.1101138,-0.018026263,-0.506990132,0.066287879,-0.016985138,-0.340486966,0.001019069,-0.023993555
60425,2014,52243,132400,958,0.263829319,42.6,0.823021247,0.240520566,-0.157452505,-0.423093682,-0.101313321,0.290909091,-0.463617996,0.029212449,-0.078440243
60456,2014,48750,119600,467,0.961909133,41.1,0.908972692,0.325055014,-0.029734894,-0.146932953,-0.525406504,0.151260504,0.83106605,0.035285109,0.062578024
60473,2014,65419,154200,1565,0.198249434,42.2,0.836285889,0.227807,0.546731292,0.02322495,0.839012926,0.143631436,0.070144101,-0.045375183,0.033410602
60476,2014,46932,117300,721,0.846426044,42.5,0.827442827,0.457743039,-0.386606023,-0.544466019,-0.314638783,0.109660574,0.008700324,0.236973293,-0.093586085
60477,2014,68397,206300,1006,0.860072974,39.3,0.923098292,0.257549564,0.63578313,0.021287129,0.177985948,0.100840336,0.076866867,-0.059264816,0.046390266
60523,2014,101184,673300,682,0.731242436,57.9,0.953488372,0.155153306,-0.112008214,0.586848928,-0.535105658,0.454773869,-0.055028357,0.095101087,0.033998711
60604,2014,155750,578800,1835,0.778042959,52.4,0.903345725,0.074074074,1.538009028,2.091880342,0.239864865,0.172259508,0.190335467,-0.015034837,0.002029935
60612,2014,34614,242600,919,0.278723524,30.8,0.827645152,0.209259599,-0.552704012,-0.37264029,-0.078234704,-0.212276215,-0.407973354,0.141719545,-0.092888617
60613,2014,69032,309800,1175,0.824210825,31.6,0.942788805,0.079392475,-0.193617344,-0.11536265,0.113744076,-0.161803714,0.135067313,-0.000983128,0.017162289
60617,2014,38825,131800,813,0.359109875,36.4,0.795928891,0.255436954,-0.59369375,-0.733306354,-0.535958904,-0.005464481,-0.307865053,0.204504024,-0.167712891
60162,2014,52335,167300,899,0.336650694,38.7,0.894274174,0.244211288,0.481067467,-0.274815778,0.154043646,0.236421725,-0.108992375,0.014952138,0.058677227
60467,2014,90143,311300,1798,0.907776232,44.7,0.930436644,0.23915928,1.838881366,1.242795389,1.045506257,0.170157068,0.897005342,-0.051451527,0.197541084
60482,2014,50493,162100,869,0.931793478,36.6,0.866343826,0.356344773,-0.094572059,-0.322324415,-0.082365364,-0.059125964,0.146073299,0.062312947,-0.015059996
60558,2014,140361,500600,1783,0.982167458,42.4,0.946655923,0.064184697,4.445625606,1.704484063,1.054147465,0.381107492,0.817717489,-0.125770067,0.176482523
60611,2014,85074,466000,1689,0.758287653,37.6,0.932020142,0.029869584,2.260539629,1.736347622,0.966239814,0.156923077,0.726648595,-0.302971973,0.195406386
60616,2014,43554,292100,926,0.285370838,36.1,0.875179089,0.211380294,-0.42255986,-0.151611966,-0.4315531,0.090634441,-0.319306401,0.156459897,-0.071841553
60651,2014,32494,165900,924,0.117676983,32.7,0.798366592,0.313253659,-0.702773407,-0.510330579,-0.507462687,0.058252427,-0.716672246,0.289719023,-0.190721142
60409,2014,39484,105200,900,0.236046232,35.3,0.809253811,0.24304675,0.363915852,-0.323907455,0.155327343,0.269784173,-0.2418067,0.000171904,-0.004520184
60426,2014,26133,79900,834,0.115725148,34.8,0.741990457,0.334018442,-0.357121771,-0.499686913,-0.054421769,0.191780822,-0.227804408,0.043144511,-0.093121196
60452,2014,70310,191300,927,0.874357064,39.6,0.881282129,0.295935713,0.582952473,0.398391813,0.034598214,0.081967213,0.22673943,-0.019111309,0.022629553
60453,2014,57410,190600,997,0.858556093,42,0.881584292,0.290223401,-0.072581297,-0.087601723,0.090809628,0.129032258,0.100128024,-0.034031896,-0.001028999
60630,2014,62859,268200,991,0.727070097,38.7,0.892798328,0.2528707,0.338165794,0.004870738,0.155011655,0.040322581,0.124910538,0.127097543,-0.012362819
60618,2014,56763,321600,1019,0.799199834,33.3,0.921625699,0.187152684,0.986595737,0.783693844,0.242682927,-0.121372032,0.778977142,-0.004181647,0.135699215
60624,2014,22835,161300,909,0.025285851,27.8,0.781936208,0.325088993,-0.733020776,-0.316525424,-0.080889788,-0.260638298,-0.872027179,0.089314391,-0.132003028
60626,2014,37109,194200,875,0.583301176,34.2,0.912284377,0.162875422,-0.604170667,-0.429494712,-0.462530713,0.103225806,-0.108737555,0.126766118,-0.039338999
60632,2014,38196,167300,815,0.592291778,30.4,0.853620638,0.279469948,0.153678869,0.667996012,-0.023952096,-0.019354839,0.53449236,-0.015247438,0.103807066
60645,2014,48877,235700,994,0.601274573,35.7,0.89580974,0.192476406,-0.339562474,-0.270504488,-0.13864818,-0.183066362,-0.317822973,-0.033277655,-0.028973916
60653,2014,25343,227400,714,0.049681036,35.9,0.768739146,0.185024252,-0.635268551,-0.224684623,-0.32,-0.09798995,-0.768139274,-0.0330611,-0.138481677
60521,2014,157212,776100,1608,0.889919674,41.8,0.940244394,0.076290755,0.221766297,0.566929134,0.018366054,-0.011820331,-0.035681031,-0.021620691,0.006619508
60525,2014,72993,324300,989,0.909234412,43.2,0.926240124,0.198669461,0.33471694,0.369510135,0.116252822,0.082706767,0.192339911,-0.089861005,0.00842582
60654,2014,92106,389300,1872,0.765636543,32.5,0.924257313,0.033939394,0.05724354,-0.030868808,0.605488851,-0.269662921,-0.16630007,-0.129022422,-0.0206555
60657,2014,78796,389600,1245,0.866626346,30.4,0.958927575,0.047110553,0.08013708,-0.013670886,0.094986807,-0.297921478,0.126198399,-0.132393463,0.027158427
60659,2014,50237,272200,995,0.520650717,33.9,0.89332612,0.184673172,-0.256750159,-0.264721772,-0.174273859,0.069400631,-0.21039996,0.088614921,-0.019964357
60707,2014,53394,218300,905,0.708412868,38.9,0.884645773,0.273558487,-0.013669782,-0.145262334,-0.133971292,-0.053527981,-0.148547959,-0.011778756,-0.026943631
60714,2014,48543,258100,996,0.765710678,49,0.924297662,0.268392312,-0.103280748,0.010571652,-0.046889952,-0.268656716,0.113079099,-0.05530711,-0.075702338
60804,2014,41882,131800,851,0.438051159,28.6,0.863224093,0.306173779,-0.362167431,-0.537868163,-0.020713464,-0.317422434,-0.4247541,0.101972329,-0.04712959
60056,2014,68874,288500,974,0.735728285,39.8,0.935174543,0.218691349,0.838012383,1.183951552,0.009326425,0.061333333,0.698690215,-0.029228425,0.175288579
60193,2014,75893,253500,1222,0.77224571,41.2,0.923754939,0.219283276,0.009175166,-0.177482154,0.4225844,-0.069977427,-0.11688733,-0.032959181,0.023654369
60464,2014,72430,361800,1660,0.945857864,53.2,0.900066181,0.21642499,0.547120643,0.365283019,0.865168539,0.507082153,0.329740233,-0.033363235,0.029274461
60077,2015,56531,246900,1083,0.589241792,41.9,0.928627007,0.195985832,0.096816127,0.469642857,0.164516129,0.33015873,-0.120739506,-0.15297953,0.058834009
60089,2015,100121,294600,1354,0.771096793,42.7,0.938164729,0.103487746,0.756878641,0.597613883,0.322265625,0.147849462,-0.058070877,-0.247829363,0.045988165
60016,2015,60965,210800,1042,0.668161582,40.1,0.945111903,0.211259577,0.131243969,0.080471553,-0.005725191,-0.076036866,-0.20997584,-0.091040447,0.035355551
60022,2015,183352,874800,1205,0.947678529,44,0.976652676,0.031272995,3.418546366,6.810714286,0.16088632,0.30952381,0.27983222,-0.317050582,0.161423895
60154,2015,71039,216100,1237,0.716568645,46.5,0.936089795,0.230510645,-0.195080221,-0.549979175,-0.070623591,0.55,-0.1527531,0.18856721,-0.017104536
60162,2015,50903,157400,983,0.368796069,40.3,0.879285714,0.250316284,0.266369788,-0.336704593,0.014447884,0.224924012,0.1047529,0.138174782,0.018150503
60467,2015,90149,305000,1904,0.910937966,46.3,0.928464553,0.233757466,1.639563142,1.097661623,1.206257242,0.175126904,0.902641601,-0.000650432,0.162500092
60482,2015,54938,159300,876,0.918038686,36.4,0.887625853,0.312990294,1.862845232,0.545101843,0.044100119,0.155555556,0.89973647,0.039385703,0.24785175
60558,2015,141607,507300,1626,0.978666667,43.2,0.966650238,0.070748463,4.229209749,4.45483871,0.841449604,0.317073171,0.957229559,-0.266111633,0.317674502
60611,2015,87280,492200,1743,0.750457244,38.4,0.934244405,0.02907646,1.256113323,1.538421867,0.896626768,0.250814332,0.430819821,-0.236221319,0.079559168
60616,2015,42594,285600,920,0.271000115,36,0.896420198,0.206606687,-0.293807511,0.642323174,0.032547699,-0.170506912,0.036586786,-0.00207851,0.055659798
60651,2015,32006,158700,912,0.129897042,33.4,0.804432234,0.330829832,-0.411654412,-0.511241146,-0.101477833,0.056962025,-0.639598831,0.126923713,-0.118506487
60458,2015,48394,163700,919,0.704042251,31.6,0.878054958,0.321496159,-0.500082641,-0.446211096,-0.287596899,-0.261682243,-0.071039512,0.214725238,-0.056235196
60459,2015,53243,181700,1051,0.837391394,36.5,0.892543397,0.351190476,-0.03541795,-0.289679437,-0.01314554,-0.13507109,0.240813147,0.167686863,-0.022709622
60465,2015,55666,187000,1004,0.877907636,41.8,0.929013619,0.32996499,-0.104961893,-0.117508259,0.011077543,0.052896725,0.206624089,0.107536607,-0.010997767
60469,2015,47473,106900,990,0.651476659,30.6,0.796840558,0.322984749,-0.724856409,-0.876201506,-0.25,-0.291666667,-0.308561513,0.290485683,-0.165801564
60614,2015,92714,498600,1370,0.861213143,30.1,0.958756372,0.047944082,0.366596406,1.239892183,-0.017216643,-0.362288136,0.138307982,-0.192276738,0.033639549
60615,2015,41108,231700,982,0.273210386,33.1,0.859786642,0.114286743,-0.753352493,-0.700258732,-0.295552367,-0.17866005,-0.68704066,0.086700536,-0.069416898
60619,2015,32239,141400,852,0.012032613,39.8,0.776609457,0.249351863,-0.43706019,-0.215751525,0.026506024,0.041884817,-0.75822646,-0.077608604,-0.137217034
60621,2015,19832,98400,829,0.015024623,31.2,0.658839204,0.287476079,-0.467196819,-0.324639671,-0.121822034,0.083333333,-0.415909033,0.064667209,-0.231939668
60636,2015,27871,89500,872,0.019126563,34.3,0.666624333,0.352257123,-0.764670618,-0.726132191,-0.504263786,-0.169491525,-0.661404783,0.196750515,-0.281433055
60639,2015,38798,189500,918,0.344181924,31.3,0.870004624,0.253615864,-0.451269359,-0.334854335,-0.189045936,-0.17847769,-0.3173967,0.151627888,-0.045156124
60643,2015,59593,174400,894,0.226310009,43.8,0.854527,0.198814655,0.424783627,0.626865672,-0.01650165,0.335365854,-0.146668284,-0.08497941,0.053920698
60647,2015,56257,329500,1038,0.763722258,31.4,0.93033058,0.199009083,-0.192637773,0.962477665,-0.072386059,-0.248803828,0.214585375,0.033645714,0.032565864
60004,2015,83647,327300,1179,0.846027765,41.8,0.946346449,0.155327414,-0.247271091,-0.530483431,-0.410794603,0.577358491,0.234251318,0.138536369,-0.024761095
60043,2015,203333,1135600,3501,0.947606483,42.5,0.970532319,0.0175,1.750010143,2.875767918,1.488272921,-0.063876652,0.309286811,-0.183877426,0.050322257
60093,2015,156047,876600,1478,0.904663958,43.5,0.959976526,0.06636174,0.69193321,0.550406792,-0.086526576,-0.04185022,0.106841817,-0.079171402,0.015982766
60130,2015,51927,220900,958,0.555164154,39.8,0.898534386,0.17905005,-0.260383432,0.069215876,-0.088487155,0.177514793,0.017306216,-0.011497455,-0.026558505
60195,2015,73235,192500,1160,0.498474059,31.8,0.951676529,0.086099865,1.112710593,0.858108108,-0.015280136,-0.133514986,0.341995418,-0.204283542,0.166617551
60163,2015,63516,161900,981,0.5146636,36,0.898299079,0.260051326,-0.309098029,-0.368810916,-0.012084592,-0.042553191,-0.365008908,0.013239454,-0.036542851
60171,2015,46382,186500,875,0.849014467,38.4,0.915800788,0.348457601,-0.42568103,-0.430186373,-0.250214225,-0.090047393,-0.007104365,0.188060454,-0.02473135
60194,2015,71006,206800,1448,0.621790858,37.9,0.935568953,0.205242082,-0.605351208,-0.793200207,-0.276361819,-0.112412178,-0.337801287,0.180698344,-0.028030643
60305,2015,99250,556400,1228,0.82106294,41.6,0.955412809,0.055444413,-0.323430768,-0.356390977,-0.150760719,-0.060948081,-0.078395405,-0.010606837,-0.004483393
60029,2015,161719,799300,1228,0.948827292,42,0.924369748,0.033670034,2.186644072,2.472198089,0.304994687,0.06870229,0.425168652,-0.145724244,0.040926039
60131,2015,56196,170600,833,0.78377931,39.2,0.916078507,0.313800222,-0.167318634,-0.138818778,-0.28313253,0.276872964,0.252805859,0.222118377,-0.034141608
60165,2015,36097,126400,1021,0.463311098,30.7,0.917021277,0.230016863,-0.44392581,-0.252071006,-0.011616651,-0.16802168,0.029511519,0.042106969,0.028326842
60192,2015,116045,329900,1862,0.662773285,41.9,0.950349507,0.138188771,1.583888134,0.706673564,1.078125,0.058080808,-0.203990422,-0.203510861,0.034790066
60202,2015,70613,287200,1140,0.661577451,38.5,0.925867342,0.116759436,-0.010925441,0.347091932,-0.154302671,0.015831135,-0.015703627,-0.10420333,-0.003988604
60411,2015,41188,102900,895,0.349998299,33.8,0.8114878,0.282563542,-0.620607389,-0.819156415,-0.298039216,-0.202830189,-0.486679964,0.219537733,-0.147534757
