,Zipcode,College_12,College_16,College_20,Income_12,Income_16,Income_20,PCTW_12,PCTW_16,PCTW_20,2016 Eligible,2016 Gentrified,2020 Eligible,2020 Gentrified,College_Diff16,College_Diff20,W_Diff16,W_Diff20
23,60623.0,7.34960333758458,8.2871501499712,12.0429358625069,35206.4107899465,33872.406042725,36585.6559151711,2.60671572597209,2.12850448733222,3.84526321206196,1,0,1,0,0.9375468123866204,4.69333252492232,-0.47821123863987003,1.2385474860898702
24,60624.0,8.92328269800325,7.62882730810709,11.1080958842153,26652.2569710952,24980.4485458861,27030.8493089909,1.56860754353013,2.24733833324592,3.3548239858504,1,0,1,0,-1.29445538989616,2.1848131862120503,0.6787307897157897,1.78621644232027
25,60625.0,39.6488823867109,46.9706512155183,51.613479612622,65118.1259566539,67186.8101887797,77056.0478936977,41.3229967592298,43.4453049003878,46.2978939355494,1,0,1,1,7.3217688288074,11.964597225911099,2.122308141157994,4.974897176319601
26,60626.0,41.5542207132701,44.5619204437126,48.5130164523395,45057.0072982985,41684.4325961091,48092.3158011491,40.3311092737516,44.4120582950689,45.2476625438579,1,0,1,0,3.0076997304425035,6.9587957390694015,4.080949021317302,4.916553270106299
27,60628.0,16.2189623420334,18.9395138496326,21.6936465707715,46177.039064753,40191.9184320859,46804.4298897491,1.91213632248213,1.83762504223159,2.42431700713758,1,0,1,0,2.7205515075992004,5.474684228738099,-0.07451128025053988,0.5121806846554502
28,60629.0,8.76572389397376,8.45867460908414,11.0897100064717,48185.0452760709,46749.286175381,45710.4646065796,9.30621218485517,8.41239227133722,7.08422125451682,1,0,1,0,-0.30704928488962047,2.3239861124979395,-0.8938199135179499,-2.2219909303383494
29,60630.0,30.0867568257208,34.541750527711,42.4047683288773,67000.6317797644,76056.22215444,82946.3869761973,61.6088843592402,55.8505561629097,55.4998922645982,1,0,1,1,4.454993701990201,12.318011503156502,-5.758328196330503,-6.108992094641998
30,60631.0,35.3465070971333,39.0198015145101,45.9928510958518,92367.1017546973,89571.1408194503,108485.944497438,86.2528325207718,85.0874707840499,79.9854490022173,0,0,0,0,3.673294417376802,10.6463439987185,-1.1653617367219056,-6.26738351855451
31,60632.0,8.95814394687957,8.82539327518079,11.1771258819161,46830.5882561725,46025.574624548,49467.6767785443,10.990969189647,9.02605053017411,8.90388052816698,1,0,1,0,-0.13275067169877985,2.2189819350365294,-1.9649186594728896,-2.0870886614800206
32,60633.0,14.9310615401861,15.5729457797652,14.2082179132041,49969.2819272832,57213.7944719271,55007.0616806052,31.1986624990914,34.8677537645315,30.0078616352201,1,0,1,0,0.6418842395791007,-0.7228436269819998,3.6690912654400982,-1.1908008638713028
33,60634.0,21.2453999612628,23.2814413153752,25.7452674820969,66894.0748463808,65589.4593047761,76416.3206038288,59.5350234126497,56.0409909787141,52.6757843500344,1,0,1,0,2.036041354112399,4.499867520834098,-3.494032433935601,-6.859239062615302
34,60636.0,7.26548259929634,8.84894573107501,10.0165241057543,31041.2186605737,30971.9234565984,28032.0699438763,1.52490765698313,0.888789513401716,1.31495722227771,1,0,1,0,1.5834631317786707,2.75104150645796,-0.6361181435814139,-0.20995043470541996
35,60637.0,30.5793073963232,32.7391457818567,34.2007953673341,32164.8023248076,30539.0492579693,31774.5272854322,15.4043727446402,14.1157085316734,13.837112031059,1,0,1,0,2.159838385533501,3.621487971010904,-1.2886642129668004,-1.5672607135812004
36,60638.0,18.2846548620254,19.9745190470124,21.8056228175261,70480.3076377027,72605.6286075556,71709.5297034096,55.1714687665576,47.6829563952482,42.3331054910002,1,0,1,0,1.6898641849870017,3.5209679555007014,-7.488512371309405,-12.838363275557406
37,60639.0,8.12580425403073,10.5433841278031,13.5611024070645,46171.1192351206,44992.9892965682,54603.4116772777,6.91471194209094,7.11221469665562,8.07094842682031,1,0,1,0,2.41757987377237,5.43529815303377,0.19750275456468014,1.1562364847293702
38,60640.0,51.8629623968205,53.5636390521607,59.8185727967618,55802.6820470729,53421.636127687,62724.8919008851,52.3282922789043,54.8294777009301,54.7543240684967,1,0,1,0,1.700676655340203,7.9556103999413,2.5011854220257987,2.4260317895924004
39,60641.0,22.0341840713187,27.8975051677207,32.283562067898,55921.0786397214,59923.7673195945,71243.6986290734,38.2458551911802,36.7217802440475,35.7125550503827,1,0,1,1,5.863321096402,10.249377996579305,-1.5240749471326964,-2.5333001407975004
40,60642.0,60.2422832112792,64.7677979076295,73.9550403933966,81615.5071762905,92892.0975620577,126935.806007232,55.5674118337513,58.8732827557925,61.1460551730969,0,0,0,0,4.5255146963502995,13.7127571821174,3.3058709220412013,5.5786433393455965
41,60643.0,34.2974479319449,35.4391152304324,38.0527034245356,73229.476519,67282.6286962887,73544.3982563943,23.0929737971991,21.1713227869404,21.71827390266,1,0,1,0,1.1416672984874978,3.755255492590699,-1.9216510102586994,-1.374699894539102
42,60644.0,9.55579040670917,10.7902685120648,11.3284352660842,31398.776370372,30314.7212227423,29544.4400607822,2.35079456007468,2.20968879041192,4.00705590278534,1,0,1,0,1.234478105355631,1.7726448593750312,-0.14110576966276023,1.65626134271066
43,60645.0,39.1493409430629,41.6602192134107,47.1534060032606,57030.4547128375,55385.3518933428,66385.1437587347,45.1116862779216,43.8119284547326,46.3217117040321,1,0,1,0,2.5108782703477956,8.004065060197696,-1.2997578231889975,1.210025426110498
44,60646.0,46.5881049503953,51.9370827432733,53.8284619070436,86326.5075977728,89143.9030036159,106097.769804122,74.1899441340782,74.8998324470023,73.3016561649967,0,0,0,0,5.348977792878003,7.240356956648299,0.7098883129240932,-0.8882879690815031
45,60647.0,40.924694810523,46.354285342274,57.3774363172644,60460.4040018634,68795.4338383726,86877.4953636948,37.6010179167096,40.0231809690995,48.503350533517,1,0,1,1,5.429590531750996,16.452741506741397,2.422163052389898,10.9023326168074
46,60649.0,24.3717590745912,24.8424040397373,26.1171055384523,35678.8131946139,29586.5005656736,38078.0016193793,1.75667175846887,3.09832367641205,3.15818537082661,1,0,1,0,0.4706449651461,1.7453464638611003,1.34165191794318,1.4015136123577399
47,60651.0,9.90669521317368,12.2590978312241,13.2214948851333,36659.1369817432,38774.931797511,43323.3438297212,3.00259250530285,3.65938567658155,4.99850814240173,1,0,1,0,2.3524026180504194,3.3147996719596193,0.6567931712786996,1.9959156370988795
48,60652.0,20.2348690153568,20.5613064763257,20.163627691969,78482.7333348122,72792.756516338,75109.4641961889,17.0804392716351,11.8927546960304,10.2657461698506,1,0,1,0,0.3264374609689007,-0.07124132338779887,-5.187684575604701,-6.814693101784501
49,60653.0,26.8966888734215,28.9274543436586,36.1612113115119,30205.3387164755,29507.5912065485,36487.6416845981,4.04156307770765,4.22612336930263,6.24590456901173,1,0,1,0,2.0307654702370996,9.264522438090399,0.18456029159497955,2.2043414913040795
50,60654.0,81.4050563125148,83.7429111531191,88.4619718309859,105142.094101466,105792.650502451,135007.752157324,72.6637913329226,73.3321791320407,71.9632904093792,0,0,0,0,2.337854840604294,7.056915518471101,0.6683877991180935,-0.7005009235434017
51,60655.0,37.872878097017,40.8661209400581,45.9990313727601,102383.453492757,102697.14907163,104615.963264491,86.7348025125093,81.9247764517588,80.7461020488999,0,0,0,0,2.993242843041102,8.1261532757431,-4.810026060750502,-5.988700463609405
52,60656.0,28.5986607361064,36.3043169889829,40.1709401709402,65056.5597284767,65581.5683688635,72647.5153508285,78.7725368785285,77.4439590345914,72.1378786833207,1,0,1,1,7.705656252876498,11.5722794348338,-1.3285778439370972,-6.634658195207805
53,60657.0,79.5082597003458,81.1661775086377,84.3270321361059,89608.4611459882,95050.8321724084,99829.0747132811,81.7325717633275,81.541972755153,77.9213778036289,0,0,0,0,1.6579178082918986,4.818772435760096,-0.1905990081745017,-3.811193959698599
54,60659.0,34.6937999239254,37.0326249855897,37.9312785307336,55850.0406841323,58085.1792519799,57761.9993012267,39.4366547954076,42.4721118092063,38.5557557648884,1,0,1,0,2.338825061664302,3.237478606808203,3.0354570137986983,-0.8808990305191955
55,60660.0,49.755145258421,51.4526919401083,52.1945114865469,45349.4468821402,49367.9496217751,56242.2517691164,49.4063292957342,52.3403229693902,49.5225011632802,1,0,1,0,1.6975466816872995,2.4393662281258983,2.9339936736559977,0.11617186754599373
56,60661.0,84.7210588038197,90.5170139804801,90.438337497161,112850.896248808,114789.444719271,132124.236728854,64.3271621995026,58.0755645938135,57.8442332774362,0,0,0,0,5.795955176660399,5.717278693341299,-6.251597605689092,-6.482928922066392
57,60707.0,25.4725625275732,26.3945803040317,27.8434788435123,66779.2301515118,62578.5036158744,68283.2472991859,57.7924528301887,49.9136958873213,46.849224678324,1,0,1,0,0.9220177764584996,2.370916315939102,-7.878756942867398,-10.943228151864702
58,60827.0,12.4467329545455,12.4376956068158,14.7217447993836,43497.7241731183,34480.0081079882,36758.4982142461,3.93581378945512,2.66768292682927,2.2805097610054,1,0,1,0,-0.009037347729698553,2.275011844838101,-1.26813086262585,-1.65530402844972
